Registrado,Línea,Texto breve de material,Ctd.total reg.,    Valor var.
2022-11,Pintado 1 UNI,0174-BLANCO STD USDA,1215.0,8395.65
2022-11,Pintado 1 UNI,0202-AZUL REY,80.0,797.6
2022-11,Pintado 1 UNI,0209-AZUL MILITAR SILIC,238.5,3579.88
2022-11,Pintado 1 UNI,0311-BROWN T413 SILIC.,696.75,8974.14
2022-11,Pintado 1 UNI,0371-MARRON RC,60.0,770.4
2022-11,Pintado 1 UNI,0400-GRIS FONDO,7762.5,44380.270000000004
2022-11,Pintado 1 UNI,0401-RANGE GRAY,541.255,5033.68
2022-11,Pintado 1 UNI,0404-GRIS FONDO MC,875.0,5705.0
2022-11,Pintado 1 UNI,0422-BACKER 0507 CR,220.0,2107.6
2022-11,Pintado 1 UNI,0427-GRIS BACKER TERNIUM,30.0,212.7
2022-11,Pintado 1 UNI,0435-APOLLO GRAY KRYSTAL KOTE,4220.0,53973.8
2022-11,Pintado 1 UNI,0466-SLATE GRAY HVAC TEXT,447.0,5220.96
2022-11,Pintado 1 UNI,0501-NEGRO ESTUFAS,275.0,2406.25
2022-11,Pintado 1 UNI,0524-BLACK KRYSTAL KOTE,2200.0,27808.0
2022-11,Pintado 1 UNI,0534-BLACK TEXT KOTE,370.0,4177.3
2022-11,Pintado 1 UNI,0543-BLACK METALLIC,363.36,5697.48
2022-11,Pintado 1 UNI,0571-BLACK XB3Y44733,29.0,849.99
2022-11,Pintado 1 UNI,0601-VERDE PRIMSA,9195.0,41561.4
2022-11,Pintado 1 UNI,0620-VERDE PINO RAL-6028 POLY,415.0,3793.1000000000004
2022-11,Pintado 1 UNI,0647-VERDE RC,270.0,3091.5
2022-11,Pintado 1 UNI,0700-ARENA STD,3090.0,21939.0
2022-11,Pintado 1 UNI,0702-ARENA STD SILIC.,710.0,6553.3
2022-11,Pintado 1 UNI,0786-CAOBA MADERA EXT SILIC,337.0,4202.39
2022-11,Pintado 1 UNI,0816-WOOD TRAD. SYSTEM SILIC,155.0,2225.8
2022-11,Pintado 1 UNI,0900-ROJO STD SILIC.,1488.75,12535.32
2022-11,Pintado 1 UNI,0919-ROJO TERNIUM CR,129.0,7262.7
2022-11,Pintado 1 UNI,0933-ROJO RAL-8004 POLY,1110.0,9013.2
2022-11,Pintado 1 UNI,0936-ROJO WRINKLED CR,12310.0,128762.6
2022-11,Pintado 1 UNI,0966-ROJO RAL 8004 BC,215.0,1980.15
2022-11,Pintado 1 UNI,0973-ROJO COLONIAL SP,1260.0,12549.6
2022-11,Pintado 1 UNI,0987-DEEP RED TRINAR,687.75,38720.340000000004
2022-11,Pintado 1 UNI,1013-DYNAPRIME 2821,288.25,4159.45
2022-11,Pintado 1 UNI,1022-EPOXY CHROMATE BACKER,610.0,5856.0
2022-11,Pintado 1 UNI,1045-CLEAR COAT WOOD SILIC,324.0,3972.24
2022-11,Pintado 1 UNI,1047-TINTA NEGRA SILIC,20.0,216.8
2022-11,Pintado 1 UNI,1049-TINTA WOOD TRAD. SILIC,10.0,109.3
2022-11,Pintado 1 UNI,1107-DURAPLUS BLANCO STD USDA,160.0,1240.0
2022-11,Pintado 1 UNI,1130-BLANCO RAL 9003 POLY,205.0,1615.3999999999999
2022-11,Pintado 1 UNI,1145-BLANCO TERNIUM CR,219.5,5979.18
2022-11,Pintado 1 UNI,1152-BLANCO TERNIUM CR TOP,378.5,10317.92
2022-11,Pintado 1 UNI,1164-BLANCO RAL 9010,510.0,4707.3
2022-11,Pintado 1 UNI,1168-BLANCO RAL 9010 USDA,1455.0,12280.2
2022-11,Pintado 1 UNI,1418-PRINTING SILVER INOX,180.0,3218.4
2022-11,Pintado 1 UNI,1457-GRIS OSCURO RC,465.0,4715.1
2022-11,Pintado 1 UNI,1487-AMERICAN STERLING III,730.0,6686.8
2022-11,Pintado 1 UNI,1490-IRON ORE GRAY TXT,80.0,951.2
2022-11,Pintado 1 UNI,2102-BLANCO RAL 9003 BC,815.0,7049.75
2022-11,Pintado 1 UNI,2413-GRIS FDO P ACABADO MADERA,340.0,3087.2
2022-11,Pintado 1 UNI,3107-WHITE HVAC 102167 GALVAPR,64.5,859.14
2022-11,Pintado 1 UNI,3111-BLANCO TRACTOCAMIONES,480.0,5601.6
2022-11,Pintado 1 UNI,BECKRYPRIM 243,3700.0,27232.0
2022-11,Pintado 1 UNI,BLANCO IMPERIAL JUV SILIC,420.0,4313.4
2022-11,Pintado 1 UNI,BLANCO METECNO 9002 USDA II,210.0,1703.1
2022-11,Pintado 1 UNI,CLEAR KRYSTAL KOTE,8414.0,109129.58
2022-11,Pintado 1 UNI,ROJO JANITZIO BB,5800.0,47966.0
2022-11,Pintado 1 UNI,WHITE KRYSTAL KOTE,4935.0,64352.4
2022-11,Pintado 2 UNI,0001-PRIMER 4457,2010.0,13366.5
2022-11,Pintado 2 UNI,0008-PRIMARIO 4041,1930.001,21210.71
2022-11,Pintado 2 UNI,0021-UNIVERSAL PRIMER,3807.25,32018.92
2022-11,Pintado 2 UNI,0023-CLEAR EPOXICO P/ESPUMA,418.5,2251.54
2022-11,Pintado 2 UNI,0028-CLEAR P/ESPUMA,2921.25,13934.32
2022-11,Pintado 2 UNI,0029-CLEAR INOXIDABLE,700.0,7798.0
2022-11,Pintado 2 UNI,0034-CLEAR AZUL P/ESPUMA,70.0,392.7
2022-11,Pintado 2 UNI,0038-PRIMER 917,950.75,7644.03
2022-11,Pintado 2 UNI,0039-CR FREE POLYURETAN PRIMER,-90.0,-1062.8
2022-11,Pintado 2 UNI,0043-PRIMARIO NEGRO 4866,304.0,3210.24
2022-11,Pintado 2 UNI,0066-SUPER HIGH GLOSS CLEAR II,247.0,3176.42
2022-11,Pintado 2 UNI,0068-APPLIANCE 10 GLOSS CLEAR,-59.25,-572.95
2022-11,Pintado 2 UNI,0075-CLEAR LAUNDRY BACKER ROHS,1135.5,7880.400000000001
2022-11,Pintado 2 UNI,0079-BECKRYPRIM 246,180.0,1395.0
2022-11,Pintado 2 UNI,0084-EDGEGARD PRIMER,8418.251,90496.31
2022-11,Pintado 2 UNI,0090-PRIMER 60000,29.0,248.53
2022-11,Pintado 2 UNI,0092-80 GLOSS CLEAR LAV,164.5,2062.84
2022-11,Pintado 2 UNI,0097-CLEAR APPLIANCE BACKER MC,906.0,7864.08
2022-11,Pintado 2 UNI,0099-CLEAR P/ESPUMA ROHS,510.0,3529.2
2022-11,Pintado 2 UNI,0102-BLANCO STD,3321.085,24974.56
2022-11,Pintado 2 UNI,0104-BLANCO SUPERMATIC,3197.75,21680.82
2022-11,Pintado 2 UNI,0106-BLANCO CONFAD,3217.25,32365.62
2022-11,Pintado 2 UNI,0114-BLANCO QL,340.0,3678.8
2022-11,Pintado 2 UNI,0145-BLANCO COOL ROOF 75,2895.0,32771.4
2022-11,Pintado 2 UNI,0147-BLANCO 15 II MOD ROHS,125.0,1335.0
2022-11,Pintado 2 UNI,0150-BLANCO NIEVE ROLFLEX TER,39.0,335.79
2022-11,Pintado 2 UNI,0173-BLANCO SM,1143.0,6972.3
2022-11,Pintado 2 UNI,0177-WHITE 800043 LAUNDRY,1404.75,14763.94
2022-11,Pintado 2 UNI,0193-WHITE 12H2427 LAV ROHS,4621.25,39650.45
2022-11,Pintado 2 UNI,0400-GRIS FONDO,2503.75,12803.58
2022-11,Pintado 2 UNI,0404-GRIS FONDO MC,1285.0,8378.2
2022-11,Pintado 2 UNI,0433-PLATA 89,476.75,5821.11
2022-11,Pintado 2 UNI,0488-DIAMOND GRAY LAV,99.25,2757.17
2022-11,Pintado 2 UNI,0521-NEGRO MM MITSUI.,-51.68000000000001,-407.24
2022-11,Pintado 2 UNI,0526-BLACK REF SAB,430.0,5353.5
2022-11,Pintado 2 UNI,0529-BLACK QUANTUM SAB II,310.0,3875.0
2022-11,Pintado 2 UNI,0601-VERDE PRIMSA,5170.0,23368.4
2022-11,Pintado 2 UNI,0933-ROJO RAL-8004 POLY,390.0,3166.7999999999997
2022-11,Pintado 2 UNI,0966-ROJO RAL 8004 BC,80.0,736.8
2022-11,Pintado 2 UNI,0995-ROSA KB LAV,417.5,6688.36
2022-11,Pintado 2 UNI,1005-COIL PRIMER ROHS,330.0,3408.9
2022-11,Pintado 2 UNI,1431-GRIS 356 TEXT.,310.0,4259.4
2022-11,Pintado 2 UNI,1487-AMERICAN STERLING III,225.0,2061.0
2022-11,Pintado 2 UNI,2153-BLANCO PURO USDA ROHS AST,1258.0,10869.119999999999
2022-11,Pintado 2 UNI,2453-GRAY BACKER EDGE,2880.0,31680.0
2022-11,Pintado 2 UNI,2469-EDGEGARD QUARTZ GRAY TXT,7345.0,93208.05
2022-11,Pintado 2 UNI,2474-EDGE PLATINUM GRAY TEXT,915.0,10888.5
2022-11,Pintado 2 UNI,50 GLOSS APPLIANCE CLEAR,1065.25,7339.570000000001
2022-11,Pintado 2 UNI,BLANCO 15 II MOD.,442.5,3212.56
2022-11,Pintado 2 UNI,BLANCO QUANTUM SAB,419.0,5291.969999999999
2022-11,Pintado 2 UNI,CHROME FREE POLYURETANE PRIMER,2123.0,35666.4
2022-11,Pintado 2 UNI,CLEAR LAUNDRY BACKER,765.25,5096.59
2022-12,Pintado 1 UNI,0001-PRIMER 4457,167.0,1110.55
2022-12,Pintado 1 UNI,0021-UNIVERSAL PRIMER,10.0,84.1
2022-12,Pintado 1 UNI,0025-CLEAR EPOXY (WASH COAT),55.0,270.6
2022-12,Pintado 1 UNI,0028-CLEAR P/ESPUMA,2460.25,11735.36
2022-12,Pintado 1 UNI,0051-80 GLOSS CLEAR BACKER.,60.0,443.4
2022-12,Pintado 1 UNI,0121-BLANCO STD KYNAR,160.0,2630.4
2022-12,Pintado 1 UNI,0401-RANGE GRAY,107.0,995.1
2022-12,Pintado 1 UNI,0435-APOLLO GRAY KRYSTAL KOTE,800.0,10232.0
2022-12,Pintado 1 UNI,0439-PRIVATE LABEL GRAY TEXT,190.0,2962.1000000000004
2022-12,Pintado 1 UNI,0443-PRIVATE LABEL GRAY,220.0,3040.4
2022-12,Pintado 1 UNI,0466-SLATE GRAY HVAC TEXT,180.0,2102.4
2022-12,Pintado 1 UNI,0487-GRIS TERNIUM CR FC,153.25,9198.07
2022-12,Pintado 1 UNI,0601-VERDE PRIMSA,1145.0,5175.4
2022-12,Pintado 1 UNI,1013-DYNAPRIME 2821,25.0,360.75
2022-12,Pintado 1 UNI,CLEAR KRYSTAL KOTE,3476.0,45083.72
2022-12,Pintado 1 UNI,WHITE KRYSTAL KOTE,3553.0,46331.12
2022-12,Pintado 2 UNI,0001-PRIMER 4457,2430.0,16159.5
2022-12,Pintado 2 UNI,0008-PRIMARIO 4041,339.999,3736.5899999999997
2022-12,Pintado 2 UNI,0021-UNIVERSAL PRIMER,7900.5,66443.09999999999
2022-12,Pintado 2 UNI,0023-CLEAR EPOXICO P/ESPUMA,1006.5,5415.0
2022-12,Pintado 2 UNI,0028-CLEAR P/ESPUMA,1514.0,7221.77
2022-12,Pintado 2 UNI,0029-CLEAR INOXIDABLE,400.0,4456.0
2022-12,Pintado 2 UNI,0034-CLEAR AZUL P/ESPUMA,300.0,1683.0
2022-12,Pintado 2 UNI,0038-PRIMER 917,3394.0,27287.76
2022-12,Pintado 2 UNI,0039-CR FREE POLYURETAN PRIMER,50.0,620.0
2022-12,Pintado 2 UNI,0075-CLEAR LAUNDRY BACKER ROHS,757.0,5253.6
2022-12,Pintado 2 UNI,0079-BECKRYPRIM 246,1055.0,8176.25
2022-12,Pintado 2 UNI,0084-EDGEGARD PRIMER,5738.95,61693.79
2022-12,Pintado 2 UNI,0092-80 GLOSS CLEAR LAV,1265.5,15869.4
2022-12,Pintado 2 UNI,0102-BLANCO STD,13327.87,99740.63
2022-12,Pintado 2 UNI,0104-BLANCO SUPERMATIC,866.25,5873.2
2022-12,Pintado 2 UNI,0106-BLANCO CONFAD,12369.945,124441.97
2022-12,Pintado 2 UNI,0121-BLANCO STD KYNAR,50.0,822.0
2022-12,Pintado 2 UNI,0145-BLANCO COOL ROOF 75,425.0,4811.0
2022-12,Pintado 2 UNI,0147-BLANCO 15 II MOD ROHS,220.0,2349.6
2022-12,Pintado 2 UNI,0173-BLANCO SM,2350.0,14335.0
2022-12,Pintado 2 UNI,0177-WHITE 800043 LAUNDRY,79.0,830.29
2022-12,Pintado 2 UNI,0193-WHITE 12H2427 LAV ROHS,3341.5,28670.16
2022-12,Pintado 2 UNI,0400-GRIS FONDO,5417.5,32101.63
2022-12,Pintado 2 UNI,0404-GRIS FONDO MC,2710.0,17669.2
2022-12,Pintado 2 UNI,0433-PLATA 89,100.97,1232.85
2022-12,Pintado 2 UNI,0435-APOLLO GRAY KRYSTAL KOTE,2000.0,25580.0
2022-12,Pintado 2 UNI,0488-DIAMOND GRAY LAV,682.86,18969.87
2022-12,Pintado 2 UNI,0601-VERDE PRIMSA,7315.0,33063.8
2022-12,Pintado 2 UNI,0664-AQUA KB LAV,169.25,2501.52
2022-12,Pintado 2 UNI,0933-ROJO RAL-8004 POLY,320.0,2598.3999999999996
2022-12,Pintado 2 UNI,0966-ROJO RAL 8004 BC,100.0,921.0
2022-12,Pintado 2 UNI,0995-ROSA KB LAV,140.25,2246.81
2022-12,Pintado 2 UNI,1130-BLANCO RAL 9003 POLY,850.0,6698.0
2022-12,Pintado 2 UNI,2102-BLANCO RAL 9003 BC,310.0,2681.5
2022-12,Pintado 2 UNI,2453-GRAY BACKER EDGE,1643.0,18073.0
2022-12,Pintado 2 UNI,2469-EDGEGARD QUARTZ GRAY TXT,4166.0,52866.54
2022-12,Pintado 2 UNI,2474-EDGE PLATINUM GRAY TEXT,1400.5,16665.98
2022-12,Pintado 2 UNI,50 GLOSS APPLIANCE CLEAR,199.25,1372.83
2022-12,Pintado 2 UNI,BLANCO 15 II MOD.,189.25,1373.96
2022-12,Pintado 2 UNI,BLANCO MET 9002,160.0,1208.0
2022-12,Pintado 2 UNI,CHROME FREE POLYURETANE PRIMER,1945.75,32688.600000000002
2022-12,Pintado 2 UNI,CLEAR KRYSTAL KOTE,1617.0,20972.49
2022-12,Pintado 2 UNI,CLEAR LAUNDRY BACKER,2853.395,19003.69
2023-01,Pintado 1 UNI,0001-PRIMER 4457,4625.0,31681.25
2023-01,Pintado 1 UNI,0003-PRIMARIO 4435,110.0,838.2
2023-01,Pintado 1 UNI,0018-HIGH BUILT PRIMER,1080.0,9180.0
2023-01,Pintado 1 UNI,0021-UNIVERSAL PRIMER,157.5,1323.0
2023-01,Pintado 1 UNI,0023-CLEAR EPOXICO P/ESPUMA,4297.565,25398.63
2023-01,Pintado 1 UNI,0025-CLEAR EPOXY (WASH COAT),115.25,565.88
2023-01,Pintado 1 UNI,0027-80 GLOSS CLEAR BACKER II,55.0,406.45
2023-01,Pintado 1 UNI,0028-CLEAR P/ESPUMA,7018.25,36845.72
2023-01,Pintado 1 UNI,0036-BACK PRIMER,230.0,2571.4
2023-01,Pintado 1 UNI,0038-PRIMER 917,1816.25,14584.49
2023-01,Pintado 1 UNI,0043-PRIMARIO NEGRO 4866,110.0,1116.5
2023-01,Pintado 1 UNI,0051-80 GLOSS CLEAR BACKER.,105.0,775.95
2023-01,Pintado 1 UNI,0079-BECKRYPRIM 246,12370.0,93269.8
2023-01,Pintado 1 UNI,0090-PRIMER 60000,129.25,1088.29
2023-01,Pintado 1 UNI,0093-50 GLOSS CLEAR ONE PASS,733.465,12175.52
2023-01,Pintado 1 UNI,0102-BLANCO STD,1755.0,11425.05
2023-01,Pintado 1 UNI,0110-DURAPLUS BLANCO STD,140.0,968.8
2023-01,Pintado 1 UNI,0121-BLANCO STD KYNAR,695.0,17298.55
2023-01,Pintado 1 UNI,0139-NEW PRIME WHITE,665.0,7068.95
2023-01,Pintado 1 UNI,0159-DURAPLUS BCO COOL ROOF 75,100.0,992.0
2023-01,Pintado 1 UNI,0173-BLANCO SM,3910.0,25415.0
2023-01,Pintado 1 UNI,0174-BLANCO STD USDA,230.0,1653.6999999999998
2023-01,Pintado 1 UNI,0202-AZUL REY,410.0,4214.8
2023-01,Pintado 1 UNI,0245-AZUL RC,230.0,2697.9
2023-01,Pintado 1 UNI,0311-BROWN T413 SILIC.,786.0,10115.83
2023-01,Pintado 1 UNI,0371-MARRON RC,225.0,2882.25
2023-01,Pintado 1 UNI,0400-GRIS FONDO,2816.0,17449.6
2023-01,Pintado 1 UNI,0401-RANGE GRAY,196.14499999999998,1822.1799999999998
2023-01,Pintado 1 UNI,0404-GRIS FONDO MC,4697.0,32409.3
2023-01,Pintado 1 UNI,0422-BACKER 0507 CR,150.0,1437.0
2023-01,Pintado 1 UNI,0426-GRIS PIZARRA TERNIUM,1224.5,14816.48
2023-01,Pintado 1 UNI,0427-GRIS BACKER TERNIUM,921.0,6437.799999999999
2023-01,Pintado 1 UNI,0435-APOLLO GRAY KRYSTAL KOTE,9156.0,114999.36
2023-01,Pintado 1 UNI,0446-WARM DARK GRAY SMOOTH,155.0,1701.9
2023-01,Pintado 1 UNI,0447-WARM DARK GRAY TEXT.,170.0,2021.3
2023-01,Pintado 1 UNI,0466-SLATE GRAY HVAC TEXT,170.0,1985.6
2023-01,Pintado 1 UNI,0487-GRIS TERNIUM CR FC,29.0,1738.55
2023-01,Pintado 1 UNI,0524-BLACK KRYSTAL KOTE,200.0,2484.0
2023-01,Pintado 1 UNI,0534-BLACK TEXT KOTE,175.0,1975.75
2023-01,Pintado 1 UNI,0543-BLACK METALLIC,313.5,4909.42
2023-01,Pintado 1 UNI,0601-VERDE PRIMSA,5180.0,23258.2
2023-01,Pintado 1 UNI,0606-VERDE KOOP SILIC.,230.0,2948.6
2023-01,Pintado 1 UNI,0620-VERDE PINO RAL-6028 POLY,540.0,4995.0
2023-01,Pintado 1 UNI,0700-ARENA STD,5830.0,41397.1
2023-01,Pintado 1 UNI,0704-DURAPLUS ARENA STD,725.0,5183.75
2023-01,Pintado 1 UNI,0728-SAND TEXTURED,161.0,2052.75
2023-01,Pintado 1 UNI,0901-ROJO STD,110.0,874.5
2023-01,Pintado 1 UNI,0917-ROJO CERAMICO,348.25,4084.9700000000003
2023-01,Pintado 1 UNI,0933-ROJO RAL-8004 POLY,8700.0,71514.0
2023-01,Pintado 1 UNI,0936-ROJO WRINKLED CR,9760.0,103358.4
2023-01,Pintado 1 UNI,0966-ROJO RAL 8004 BC,1640.0,15284.8
2023-01,Pintado 1 UNI,0969-ROJO OSCURO RC,355.0,4057.65
2023-01,Pintado 1 UNI,0987-DEEP RED TRINAR,427.5,24042.6
2023-01,Pintado 1 UNI,1013-DYNAPRIME 2821,263.0,3379.55
2023-01,Pintado 1 UNI,1073-CLEAR P/BASECOAT CAOBA FC,69.0,821.1
2023-01,Pintado 1 UNI,1074-TINTA NEGRA FC,7.0,494.9
2023-01,Pintado 1 UNI,1130-BLANCO RAL 9003 POLY,1860.0,14675.4
2023-01,Pintado 1 UNI,1145-BLANCO TERNIUM CR,333.08,9059.78
2023-01,Pintado 1 UNI,1152-BLANCO TERNIUM CR TOP,477.75,13009.14
2023-01,Pintado 1 UNI,1153-WHITE BASECOAT FC,110.465,2820.17
2023-01,Pintado 1 UNI,1475-CHACOAL GRAY CKA3Y49403,378.5,21847.02
2023-01,Pintado 1 UNI,1487-AMERICAN STERLING III,305.0,2760.25
2023-01,Pintado 1 UNI,1489-IRON ORE GRAY,140.0,1559.6
2023-01,Pintado 1 UNI,1490-IRON ORE GRAY TXT,120.0,1426.8
2023-01,Pintado 1 UNI,1506-NEGRO MM MITSUI. II,105.0,803.25
2023-01,Pintado 1 UNI,1714-CAOBA MADERA EXT FC,189.25,8690.36
2023-01,Pintado 1 UNI,2102-BLANCO RAL 9003 BC,2545.0,22243.3
2023-01,Pintado 1 UNI,BECKRYPRIM 243,2930.0,21418.3
2023-01,Pintado 1 UNI,CLEAR KRYSTAL KOTE,8548.0,108901.52
2023-01,Pintado 1 UNI,ROJO JANITZIO BB,5215.0,43023.75
2023-01,Pintado 1 UNI,WHITE KRYSTAL KOTE,1650.0,21120.0
2023-01,Pintado 2 Uni,0001-PRIMER 4457,5255.0,35996.75
2023-01,Pintado 2 Uni,0008-PRIMARIO 4041,110.0,1186.9
2023-01,Pintado 2 Uni,0018-HIGH BUILT PRIMER,680.0,5780.0
2023-01,Pintado 2 Uni,0021-UNIVERSAL PRIMER,6703.75,56311.5
2023-01,Pintado 2 Uni,0023-CLEAR EPOXICO P/ESPUMA,814.085,4811.25
2023-01,Pintado 2 Uni,0027-80 GLOSS CLEAR BACKER II,80.0,591.2
2023-01,Pintado 2 Uni,0028-CLEAR P/ESPUMA,3386.715,17780.25
2023-01,Pintado 2 Uni,0029-CLEAR INOXIDABLE,90.0,1002.6
2023-01,Pintado 2 Uni,0036-BACK PRIMER,110.0,1229.8
2023-01,Pintado 2 Uni,0038-PRIMER 917,2336.0,18758.07
2023-01,Pintado 2 Uni,0043-PRIMARIO NEGRO 4866,570.0,5785.5
2023-01,Pintado 2 Uni,0066-SUPER HIGH GLOSS CLEAR II,88.0,1111.44
2023-01,Pintado 2 Uni,0068-APPLIANCE 10 GLOSS CLEAR,89.0,858.85
2023-01,Pintado 2 Uni,0075-CLEAR LAUNDRY BACKER ROHS,1691.895,11741.79
2023-01,Pintado 2 Uni,0079-BECKRYPRIM 246,830.0,6258.2
2023-01,Pintado 2 Uni,0084-EDGEGARD PRIMER,4202.99,44383.57
2023-01,Pintado 2 Uni,0092-80 GLOSS CLEAR LAV,567.75,7113.900000000001
2023-01,Pintado 2 Uni,0097-CLEAR APPLIANCE BACKER MC,1554.25,13490.890000000001
2023-01,Pintado 2 Uni,0099-CLEAR P/ESPUMA ROHS,740.0,5120.8
2023-01,Pintado 2 Uni,0102-BLANCO STD,8283.5,51842.58
2023-01,Pintado 2 Uni,0104-BLANCO SUPERMATIC,3808.83,25862.0
2023-01,Pintado 2 Uni,0106-BLANCO CONFAD,6524.25,65568.63
2023-01,Pintado 2 Uni,0110-DURAPLUS BLANCO STD,820.0,5674.4
2023-01,Pintado 2 Uni,0145-BLANCO COOL ROOF 75,100.0,1078.0
2023-01,Pintado 2 Uni,0173-BLANCO SM,1580.0,10270.0
2023-01,Pintado 2 Uni,0177-WHITE 800043 LAUNDRY,2201.183,22672.25
2023-01,Pintado 2 Uni,0193-WHITE 12H2427 LAV ROHS,5557.25,47625.56
2023-01,Pintado 2 Uni,0202-AZUL REY,200.0,2056.0
2023-01,Pintado 2 Uni,0309-CAFE MOCHA,228.25,2499.34
2023-01,Pintado 2 Uni,0318-TOPAZ METALLIC 14H2593,70.25,1523.72
2023-01,Pintado 2 Uni,0400-GRIS FONDO,4798.19,28833.18
2023-01,Pintado 2 Uni,0404-GRIS FONDO MC,1670.0,11523.0
2023-01,Pintado 2 Uni,0422-BACKER 0507 CR,60.0,574.8
2023-01,Pintado 2 Uni,0439-PRIVATE LABEL GRAY TEXT,2645.0,40494.95
2023-01,Pintado 2 Uni,0443-PRIVATE LABEL GRAY,2454.0,33300.78
2023-01,Pintado 2 Uni,0488-DIAMOND GRAY LAV,378.5,10499.6
2023-01,Pintado 2 Uni,0505-NEGRO SUPERMATIC,200.0,1542.0
2023-01,Pintado 2 Uni,0521-NEGRO MM MITSUI.,100.68,707.78
2023-01,Pintado 2 Uni,0526-BLACK REF SAB,330.0,3913.8
2023-01,Pintado 2 Uni,0529-BLACK QUANTUM SAB II,397.0,4875.16
2023-01,Pintado 2 Uni,0553-DARK SLATE METALLIC,84.11,1458.47
2023-01,Pintado 2 Uni,0587-MONOBACK BRILLANTE AR,1585.5,15601.32
2023-01,Pintado 2 Uni,0601-VERDE PRIMSA,8370.0,37581.3
2023-01,Pintado 2 Uni,0664-AQUA KB LAV,145.0,2141.65
2023-01,Pintado 2 Uni,0700-ARENA STD,2730.0,18836.8
2023-01,Pintado 2 Uni,0995-ROSA KB LAV,339.5,5432.0
2023-01,Pintado 2 Uni,1005-COIL PRIMER ROHS,340.0,3447.6
2023-01,Pintado 2 Uni,1009-APPLIANCE 30 GLOSS CLR OP,97.357,868.42
2023-01,Pintado 2 Uni,1058-WHITE SLATE CLEARCOAT,29.25,363.29
2023-01,Pintado 2 Uni,1431-GRIS 356 TEXT.,662.0,8937.0
2023-01,Pintado 2 Uni,1487-AMERICAN STERLING III,270.0,2443.5
2023-01,Pintado 2 Uni,1492-GRIS KB LAV,149.0,1729.89
2023-01,Pintado 2 Uni,2153-BLANCO PURO USDA ROHS AST,1547.0,13118.56
2023-01,Pintado 2 Uni,2158-BLANCO POLAR RF AR,1702.5,14096.7
2023-01,Pintado 2 Uni,2409-PLATA 113 REF,189.25,4233.52
2023-01,Pintado 2 Uni,2453-GRAY BACKER EDGE,1547.0,15191.54
2023-01,Pintado 2 Uni,2469-EDGEGARD QUARTZ GRAY TXT,3169.25,40217.78
2023-01,Pintado 2 Uni,2474-EDGE PLATINUM GRAY TEXT,1464.75,17430.559999999998
2023-01,Pintado 2 Uni,50 GLOSS APPLIANCE CLEAR,438.75,3022.98
2023-01,Pintado 2 Uni,BLANCO 15 II MOD.,1254.23,9093.16
2023-01,Pintado 2 Uni,BLANCO QUANTUM SAB,310.0,3847.1
2023-01,Pintado 2 Uni,CHROME FREE POLYURETANE PRIMER,2914.5,48817.9
2023-01,Pintado 2 Uni,CLEAR LAUNDRY BACKER,1893.5,12610.75
2023-01,Pintado 2 Uni,SUPER HIGH GLOSS CLEAR,70.0,877.8
2023-02,Pintado 1 UNI,0001-PRIMER 4457,4850.0,33222.5
2023-02,Pintado 1 UNI,0003-PRIMARIO 4435,185.0,1409.7
2023-02,Pintado 1 UNI,0008-PRIMARIO 4041,100.0,1079.0
2023-02,Pintado 1 UNI,0018-HIGH BUILT PRIMER,1169.0,9936.5
2023-02,Pintado 1 UNI,0023-CLEAR EPOXICO P/ESPUMA,297.5,1758.23
2023-02,Pintado 1 UNI,0027-80 GLOSS CLEAR BACKER II,25.0,184.75
2023-02,Pintado 1 UNI,0028-CLEAR P/ESPUMA,4989.25,26193.5
2023-02,Pintado 1 UNI,0036-BACK PRIMER,860.0,9614.8
2023-02,Pintado 1 UNI,0038-PRIMER 917,989.0,7941.68
2023-02,Pintado 1 UNI,0043-PRIMARIO NEGRO 4866,319.0,3237.85
2023-02,Pintado 1 UNI,0079-BECKRYPRIM 246,6715.0,50631.1
2023-02,Pintado 1 UNI,0102-BLANCO STD,1700.0,10404.0
2023-02,Pintado 1 UNI,0110-DURAPLUS BLANCO STD,1240.0,8580.8
2023-02,Pintado 1 UNI,0121-BLANCO STD KYNAR,198.0,4928.22
2023-02,Pintado 1 UNI,0139-NEW PRIME WHITE,1635.0,17380.05
2023-02,Pintado 1 UNI,0145-BLANCO COOL ROOF 75,120.0,1293.6
2023-02,Pintado 1 UNI,0159-DURAPLUS BCO COOL ROOF 75,135.0,1339.2
2023-02,Pintado 1 UNI,0173-BLANCO SM,980.0,6370.0
2023-02,Pintado 1 UNI,0209-AZUL MILITAR SILIC,443.25,6644.32
2023-02,Pintado 1 UNI,0311-BROWN T413 SILIC.,259.25,3336.55
2023-02,Pintado 1 UNI,0400-GRIS FONDO,2205.0,13734.9
2023-02,Pintado 1 UNI,0404-GRIS FONDO MC,1295.0,8935.5
2023-02,Pintado 1 UNI,0405-TAUPE METALLIC,200.0,2544.0
2023-02,Pintado 1 UNI,0407-COOL GRAY ICP,200.0,1720.0
2023-02,Pintado 1 UNI,0422-BACKER 0507 CR,840.0,8047.2
2023-02,Pintado 1 UNI,0427-GRIS BACKER TERNIUM,132.25,924.4300000000001
2023-02,Pintado 1 UNI,0435-APOLLO GRAY KRYSTAL KOTE,3987.0,50076.72
2023-02,Pintado 1 UNI,0439-PRIVATE LABEL GRAY TEXT,300.0,4593.0
